v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
-0.2648223,-0.3242663,-0.3226285,-0.2347419,-0.1396439,-0.2614078,-0.0484042,0.1307529,0.0503821,0.0978015,0.0
-0.3242663,-0.3226285,-0.2347419,-0.1396439,-0.2614078,-0.0484042,0.1307529,0.0503821,0.0978015,0.1240402,0.0
-0.3226285,-0.2347419,-0.1396439,-0.2614078,-0.0484042,0.1307529,0.0503821,0.0978015,0.1240402,0.2076006,0.0
-0.2347419,-0.1396439,-0.2614078,-0.0484042,0.1307529,0.0503821,0.0978015,0.1240402,0.2076006,0.3178349,0.0
-0.1396439,-0.2614078,-0.0484042,0.1307529,0.0503821,0.0978015,0.1240402,0.2076006,0.3178349,0.2102279,0.0
-0.2614078,-0.0484042,0.1307529,0.0503821,0.0978015,0.1240402,0.2076006,0.3178349,0.2102279,0.1831256,0.0
-0.0484042,0.1307529,0.0503821,0.0978015,0.1240402,0.2076006,0.3178349,0.2102279,0.1831256,0.1863634,0.0
0.1307529,0.0503821,0.0978015,0.1240402,0.2076006,0.3178349,0.2102279,0.1831256,0.1863634,0.0526389,0.0
0.0503821,0.0978015,0.1240402,0.2076006,0.3178349,0.2102279,0.1831256,0.1863634,0.0526389,0.0879122,0.0
0.0978015,0.1240402,0.2076006,0.3178349,0.2102279,0.1831256,0.1863634,0.0526389,0.0879122,0.1613915,0.0
0.1240402,0.2076006,0.3178349,0.2102279,0.1831256,0.1863634,0.0526389,0.0879122,0.1613915,0.0096969,0.0
0.2076006,0.3178349,0.2102279,0.1831256,0.1863634,0.0526389,0.0879122,0.1613915,0.0096969,-0.1481109,0.0
0.3178349,0.2102279,0.1831256,0.1863634,0.0526389,0.0879122,0.1613915,0.0096969,-0.1481109,-0.2628417,0.0
0.2102279,0.1831256,0.1863634,0.0526389,0.0879122,0.1613915,0.0096969,-0.1481109,-0.2628417,-0.2380705,0.0
0.1831256,0.1863634,0.0526389,0.0879122,0.1613915,0.0096969,-0.1481109,-0.2628417,-0.2380705,-0.2907424,0.0
0.1863634,0.0526389,0.0879122,0.1613915,0.0096969,-0.1481109,-0.2628417,-0.2380705,-0.2907424,-0.2732405,0.0
0.0526389,0.0879122,0.1613915,0.0096969,-0.1481109,-0.2628417,-0.2380705,-0.2907424,-0.2732405,-0.2368708,0.0
0.0879122,0.1613915,0.0096969,-0.1481109,-0.2628417,-0.2380705,-0.2907424,-0.2732405,-0.2368708,-0.2106746,0.0
0.1613915,0.0096969,-0.1481109,-0.2628417,-0.2380705,-0.2907424,-0.2732405,-0.2368708,-0.2106746,-0.3518733,0.0
0.0096969,-0.1481109,-0.2628417,-0.2380705,-0.2907424,-0.2732405,-0.2368708,-0.2106746,-0.3518733,-0.3234016,0.0
-0.1481109,-0.2628417,-0.2380705,-0.2907424,-0.2732405,-0.2368708,-0.2106746,-0.3518733,-0.3234016,-0.158641,0.0
-0.2628417,-0.2380705,-0.2907424,-0.2732405,-0.2368708,-0.2106746,-0.3518733,-0.3234016,-0.158641,-0.0175477,0.0
-0.2380705,-0.2907424,-0.2732405,-0.2368708,-0.2106746,-0.3518733,-0.3234016,-0.158641,-0.0175477,-0.026521,0.0
-0.2907424,-0.2732405,-0.2368708,-0.2106746,-0.3518733,-0.3234016,-0.158641,-0.0175477,-0.026521,0.032995,0.0
-0.2732405,-0.2368708,-0.2106746,-0.3518733,-0.3234016,-0.158641,-0.0175477,-0.026521,0.032995,0.0608762,0.0
-0.2368708,-0.2106746,-0.3518733,-0.3234016,-0.158641,-0.0175477,-0.026521,0.032995,0.0608762,0.0003835,0.0
